address,area,baths,beds,date,lat,link,long,popularity,price,property_type,size,price_per_meter,price_per_bedroom
"25 Innishmore Drive, Ballincollig, Co. Cork",Innishmore,2.0,3.0,2021-07-30,51.888974744049854,https://www.daft.ie/for-sale/bungalow-25-innishmore-drive-ballincollig-co-cork/3482025,-8.608958999892096,1246,229000,Bungalow,,,76333.33333333333
"14 The Avenue, Highfield Park, Ballincollig, Co. Cork",Highfield,3.0,3.0,2021-07-30,51.88483134751022,https://www.daft.ie/for-sale/end-of-terrace-house-14-the-avenue-highfield-park-ballincollig-co-cork/3441522,-8.573114016875365,3398,325000,End of Terrace,108.0,3009.259259259259,108333.33333333333
"194 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,2.0,3.0,2021-07-30,51.893099170701504,https://www.daft.ie/for-sale/semi-detached-house-194-the-willows-ballincollig-co-cork/3481893,-8.580849757357647,1014,249500,Semi-D,,,83166.66666666667
"15 Glincool Grove, Ballincollig, Co. Cork",Maglin,2.0,4.0,2021-07-30,51.88135112776452,https://www.daft.ie/for-sale/detached-house-15-glincool-grove-ballincollig-co-cork/3480568,-8.59523805920491,1239,315000,Detached,,,78750.0
"9 Highfield Crescent, Ballincollig, Co. Cork",Highfield,3.0,3.0,2021-07-30,51.88483134751022,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3472933,-8.573114016875365,1552,370000,Semi-D,113.0,3274.336283185841,123333.33333333333
"39 The Brambles, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,4.0,2021-07-30,51.885860990087174,https://www.daft.ie/for-sale/semi-detached-house-39-the-brambles-classes-lake-ballincollig-co-cork/3466672,-8.62822296864587,2948,360000,Semi-D,107.0,3364.4859813084113,90000.0
"Coolroe Ballincollig Cork, Ballincollig, Co. Cork",Coolroe,2.0,4.0,2021-07-30,51.8852797891325,https://www.daft.ie/for-sale/bungalow-coolroe-ballincollig-cork-ballincollig-co-cork/3465760,-8.622716969745719,2950,380000,Bungalow,134.0,2835.820895522388,95000.0
"50 Old Court, Greenfields, Ballincollig, Co. Cork",Greenfield,3.0,3.0,2021-07-30,51.880726344684355,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3465112,-8.611355403381314,2086,350000,Semi-D,87.0,4022.9885057471265,116666.66666666667
"79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2021-07-30,51.89120011526423,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,-8.597460712163135,3564,345000,Semi-D,103.0,3349.5145631067962,115000.0
"8 Millers Court, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2021-07-30,51.89120011526423,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3453894,-8.597460712163135,2332,345000,Semi-D,106.0,3254.7169811320755,115000.0
"36 Castlepark, Ballincollig, Co. Cork",Castlepark,2.0,3.0,2021-07-30,51.88653927567583,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,-8.585310716875346,4222,225000,Terrace,89.0,2528.0898876404494,75000.0
"104 Caisleán Grove, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2021-07-30,51.88419579207018,https://www.daft.ie/for-sale/semi-detached-house-104-caisle-n-grove-ballincollig-co-cork/3447436,-8.604721941977742,2733,279000,Semi-D,89.0,3134.8314606741574,93000.0
"21 Leesdale Drive, Ballincollig, Co. Cork",Carrigrohane,2.0,3.0,2021-07-30,51.89118108080445,https://www.daft.ie/for-sale/semi-detached-house-21-leesdale-drive-ballincollig-co-cork/3475146,-8.570433423222292,2702,260000,Semi-D,81.0,3209.8765432098767,86666.66666666667
"22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",Muskerry Estate,2.0,4.0,2021-07-30,51.885514844369936,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3439813,-8.596310161258103,1769,350000,Semi-D,130.0,2692.3076923076924,87500.0
"The Bungalow, Coolroe, Ballincollig, Co. Cork",Coolroe,2.0,4.0,2021-07-30,51.8852797891325,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3439755,-8.622716969745719,1411,375000,Detached,116.0,3232.7586206896553,93750.0
"Vesna, 57 Rosewood, Ballincollig, Co. Cork",Rosewood,3.0,4.0,2021-07-30,51.88865181082447,https://www.daft.ie/for-sale/detached-house-vesna-57-rosewood-ballincollig-co-cork/3433450,-8.575978970851866,5922,395000,Detached,203.0,1945.8128078817733,98750.0
"36 Westcourt Heights, Ballincollig, Co. Cork",Westcourt,2.0,4.0,2021-07-30,51.88681255417706,https://www.daft.ie/for-sale/detached-house-36-westcourt-heights-ballincollig-co-cork/3413318,-8.616295628522488,5210,345000,Detached,129.0,2674.4186046511627,86250.0
"2 Glendower Court, Ballincollig, Co. Cork",Glendower Court,2.0,4.0,2021-07-30,51.89097713659068,https://www.daft.ie/for-sale/semi-detached-house-2-glendower-court-ballincollig-co-cork/3411945,-8.579260601534097,3969,315000,Semi-D,129.0,2441.860465116279,78750.0
"17 Coolroe Heights, Ballincollig, Co. Cork",Coolroe,2.0,4.0,2021-07-30,51.8852797891325,https://www.daft.ie/for-sale/semi-detached-house-17-coolroe-heights-ballincollig-co-cork/3290154,-8.622716969745719,3345,295000,Semi-D,118.0,2500.0,73750.0
"20 Oak Avenue, Classes Lake, Ovens, Co. Cork",Ovens,2.0,3.0,2021-07-30,51.88127654707539,https://www.daft.ie/for-sale/semi-detached-house-20-oak-avenue-classes-lake-ovens-co-cork/3245743,-8.658682937965343,4844,300000,Semi-D,118.0,2542.3728813559323,100000.0
"Fatima, Poulavone, Ballincollig, Co. Cork",Town Center,2.0,4.0,2021-07-30,51.8878563321983,https://www.daft.ie/for-sale/bungalow-fatima-poulavone-ballincollig-co-cork/2933649,-8.600737381727024,11886,365000,Bungalow,106.0,3443.396226415094,91250.0
"92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",Old Quarter,2.0,3.0,2021-07-30,51.89120011526423,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3439767,-8.597460712163135,2368,330000,Detached,93.0,3548.3870967741937,110000.0
"Farran Ovens, Ballincollig, Co. Cork",Ovens,2.0,4.0,2021-07-30,51.88127654707539,https://www.daft.ie/for-sale/bungalow-farran-ovens-ballincollig-co-cork/1519052,-8.658682937965343,24033,325000,Bungalow,167.0,1946.1077844311378,81250.0
"5 Farran View Cottages, Clashanure, Ovens, Co. Cork",Ovens,3.0,4.0,2021-07-29,51.88127654707539,https://www.daft.ie/for-sale/semi-detached-house-5-farran-view-cottages-clashanure-ovens-co-cork/1445534,-8.658682937965343,48270,230000,Semi-D,130.0,1769.2307692307693,57500.0
"1 Manor Avenue, Grange Manor, Ovens, Co. Cork",Ovens,2.0,3.0,2021-07-27,51.88127654707539,https://www.daft.ie/for-sale/detached-house-1-manor-avenue-grange-manor-ovens-co-cork/3439735,-8.658682937965343,1275,335000,Detached,118.0,2838.9830508474574,111666.66666666667
203 Rosewood ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,240000,None,0.0,inf,80000.0
Rozel 165 Beech Park ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,330000,None,0.0,inf,110000.0
20 Parknamore Rise ,Parknamore,3.0,3.0,2019-06-12,51.884587447941335,Mitula,-8.609309161051812,0,260000,None,0.0,inf,86666.66666666667
10 Parknamore Rise ,Parknamore,4.0,3.0,2019-06-12,51.884587447941335,Mitula,-8.609309161051812,0,285000,None,0.0,inf,95000.0
167 Rosewood ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,325000,None,0.0,inf,108333.33333333333
48 The Willows Classes Lake ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,305000,None,0.0,inf,101666.66666666667
22 Glincool Gardens ,Maglin,4.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,295000,None,0.0,inf,98333.33333333333
Innisfree 56 Maple Lawn ,Muskerry Estate,4.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,299000,None,0.0,inf,99666.66666666667
48 Willow Grove Coolroe Heights ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,315000,None,0.0,inf,105000.0
48 The Close Coolroe Meadows ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,339000,None,0.0,inf,113000.0
69 Coopers Grange Old Quarter ,Old Quarter,4.0,3.0,2019-06-12,51.89120011526423,Mitula,-8.597460712163135,0,330000,None,0.0,inf,110000.0
23 The Stables Coolroe ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,250000,None,0.0,inf,83333.33333333333
57 Church View ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,295000,None,0.0,inf,98333.33333333333
63 The Cloisters ,The Cloisters,3.0,3.0,2019-06-12,51.88453436126935,Mitula,-8.578108099687265,0,325000,None,0.0,inf,108333.33333333333
36 Coolroe Heights ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,260000,None,0.0,inf,86666.66666666667
Benamara 8 Wyndham Downs ,Wyndham Downs,3.0,3.0,2019-06-12,51.885942955874135,Mitula,-8.620296147557605,0,385000,None,0.0,inf,128333.33333333333
Clareemmlorr 57 Carriganarra Estate ,Carriganarra,3.0,3.0,2019-06-12,51.88456579585057,Mitula,-8.579854607281877,0,285000,None,0.0,inf,95000.0
8 Parknamore Heights ,Parknamore,3.0,3.0,2019-06-12,51.884587447941335,Mitula,-8.609309161051812,0,300000,None,0.0,inf,100000.0
22 Cranford Pines ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,320000,None,0.0,inf,106666.66666666667
The Cottage Coolroe ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,275000,None,0.0,inf,91666.66666666667
11 Rosewood ,Rosewood,3.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,320000,None,0.0,inf,106666.66666666667
158 An Caislean View ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,265000,None,0.0,inf,88333.33333333333
20 Cranford Pines ,Beech Park,4.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,280000,None,0.0,inf,93333.33333333333
108 An Caislean ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,290000,None,0.0,inf,96666.66666666667
95 Caisleé N Grove ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,240000,None,0.0,inf,80000.0
Clareemmlorr 57 Carriganarra Estate ,Carriganarra,3.0,3.0,2019-06-12,51.88456579585057,Mitula,-8.579854607281877,0,300000,None,0.0,inf,100000.0
41 Millers Court Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.89120011526423,Mitula,-8.597460712163135,0,380000,None,0.0,inf,126666.66666666667
98 Leslies Arch Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.89120011526423,Mitula,-8.597460712163135,0,350000,None,0.0,inf,116666.66666666667
45 Waltham Abbey Old Quarter ,Old Quarter,4.0,3.0,2019-06-12,51.89120011526423,Mitula,-8.597460712163135,0,225000,None,0.0,inf,75000.0
118 An Caislean ,An Caislean,4.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,280000,None,0.0,inf,93333.33333333333
32 Aylsbury Downs ,Aylsbury,4.0,3.0,2019-06-12,51.88284449037205,Mitula,-8.620440916875387,0,245000,None,0.0,inf,81666.66666666667
Station Road ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,250000,None,0.0,inf,83333.33333333333
10 Glincool Gardens ,Maglin,3.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,0.0,inf,103333.33333333333
Type E Heathfield Carriganarra ,Carriganarra,3.0,3.0,2019-06-12,51.88456579585057,Mitula,-8.579854607281877,0,380000,None,0.0,inf,126666.66666666667
31 An Caislean Drive ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,249500,None,0.0,inf,83166.66666666667
21 Aylsbury ,Aylsbury,3.0,3.0,2019-06-12,51.88284449037205,Mitula,-8.620440916875387,0,320000,None,0.0,inf,106666.66666666667
18 The Brambles Classes Lake ,Classis Lake,3.0,3.0,2019-06-12,51.885860990087174,Mitula,-8.62822296864587,0,385000,None,0.0,inf,128333.33333333333
24 An Caislean Close ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,259000,None,0.0,inf,86333.33333333333
9 The Meadows West Village ,West Village,3.0,3.0,2019-06-12,51.88675485217772,Mitula,-8.606397553304374,0,255000,None,0.0,inf,85000.0
27 Barley Grove The Maltings ,The Maltings,3.0,3.0,2019-06-12,51.88503727921537,Mitula,-8.591352822622822,0,259500,None,0.0,inf,86500.0
The Willows Lisheens ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,365000,None,0.0,inf,121666.66666666667
21 Church View Station Road ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,260000,None,0.0,inf,86666.66666666667
48 Beech Park ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,219500,None,0.0,inf,73166.66666666667
Devair 47 Church View ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,260000,None,0.0,inf,86666.66666666667
47 Churchview ,Church View,3.0,3.0,2019-06-12,51.88549636879165,Mitula,-8.592625889887055,0,260000,None,0.0,inf,86666.66666666667
182 The Willows Carrigalee ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,275000,None,0.0,inf,91666.66666666667
37 Aisling Lawn ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,240000,None,0.0,inf,80000.0
21 Glincool Gardens ,Maglin,3.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,0.0,inf,103333.33333333333
4 Willow Drive Muskerry Estate ,Muskerry Estate,4.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,295000,None,0.0,inf,98333.33333333333
9 Rosewood Estate ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,295000,None,0.0,inf,98333.33333333333
12 Glincool Gardens ,Maglin,4.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,0.0,inf,103333.33333333333
17 The Heathers Classes Lake ,Classis Lake,4.0,3.0,2019-06-12,51.885860990087174,Mitula,-8.62822296864587,0,290000,None,0.0,inf,96666.66666666667
32 Coolroe Heights ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,295000,None,0.0,inf,98333.33333333333
114 Rosewood Est ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,285000,None,0.0,inf,95000.0
43 Beech Park ,Beech Park,4.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,249500,None,0.0,inf,83166.66666666667
2 Leesdale Drive ,Carrigrohane,4.0,3.0,2019-06-12,51.89118108080445,Mitula,-8.570433423222292,0,255000,None,0.0,inf,85000.0
"69 Beech Park, Ballincollig, Co. Cork",Beech Park,2.0,6.0,2019-06-12,51.88446282578453,None,-8.586660730369518,0,245000, Semi-Detached House,0.0,inf,40833.333333333336
46 Coopers Grange Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.89120011526423,Mitula,-8.597460712163135,0,335000,None,0.0,inf,111666.66666666667
"16 Newgrange, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,225000,Apartment for sale,0.0,inf,112500.0
"77 An Caislean Drive, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,260000, Semi-Detached House,0.0,inf,86666.66666666667
"11 Glincool Grove, Glincool, Ballincollig, Co. Cork",Maglin,3.0,4.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,310000, Detached House,0.0,inf,77500.0
"12 Glincool Gardens, Ballincollig, Co. Cork",Maglin,2.0,3.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,325000, Detached House,0.0,inf,108333.33333333333
"35 Manor Hill, Ballincollig, Co. Cork",Manor Hill,1.0,3.0,2019-06-12,51.89121035709487,None,-8.575907457357648,0,220000, Semi-Detached House,0.0,inf,73333.33333333333
"Dunvara, Coolatubrid, Carrigrohane, Ballincollig, Co. Cork",Carrigrohane,2.0,3.0,2019-06-12,51.89118108080445,None,-8.570433423222292,0,285000,Bungalow for sale,0.0,inf,95000.0
"208 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,3.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,250000, Semi-Detached House,0.0,inf,83333.33333333333
"105 Cedardale, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,4.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,265000, Detached House,0.0,inf,66250.0
"52 The Crescent, Old Fort Road, Ballincollig, Co. Cork",The Crescent,2.0,2.0,2019-06-12,51.889746890037934,None,-8.592724974545813,0,260000,Apartment for sale,0.0,inf,130000.0
"1 Elm Walk, Classes Lake, Ballincollig, Co. Cork",Classis Lake,4.0,5.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,460000, Detached House,0.0,inf,92000.0
"2 Fernway, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,3.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,255000,Duplex for sale,0.0,inf,85000.0
"28 Waltham Abbey, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2019-06-12,51.89120011526423,None,-8.597460712163135,0,365000, Semi-Detached House,0.0,inf,121666.66666666667
"30 Wyndham Downs, Ballincollig, Co. Cork",Wyndham Downs,2.0,3.0,2019-06-12,51.885942955874135,None,-8.620296147557605,0,325000,Bungalow for sale,0.0,inf,108333.33333333333
"4 Shalamir Court, Ballincollig, Co. Cork",Shalimar Court,3.0,3.0,2019-06-12,51.888961305358066,None,-8.578969730369383,0,249500,Duplex for sale,0.0,inf,83166.66666666667
"102 The Cloisters, Ballincollig, Co. Cork",The Cloisters,2.0,3.0,2019-06-12,51.88453436126935,None,-8.578108099687265,0,280000, Semi-Detached House,0.0,inf,93333.33333333333
"4 Aylsbury Lawn, Ballincollig, Co. Cork",Aylsbury,3.0,5.0,2019-06-12,51.88284449037205,None,-8.620440916875387,0,385000, Detached House,0.0,inf,77000.0
"12 The Heathers, Classes Lake, Ballincollig, Co. Cork",Classis Lake,2.0,3.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,310000, Semi-Detached House,0.0,inf,103333.33333333333
"3 The Avenue, Highfield Park, Ballincollig, Co. Cork",Highfield,3.0,3.0,2019-06-12,51.88483134751022,None,-8.573114016875365,0,285000,Apartment for sale,0.0,inf,95000.0
"21 Parknamore Rise, Ballincollig, Co. Cork",Parknamore,2.0,3.0,2019-06-12,51.884587447941335,None,-8.609309161051812,0,270000, Detached House,0.0,inf,90000.0
"163 Willowcourt, Ballincollig, Co. Cork",Willow Court,1.0,3.0,2019-06-12,51.893032959718205,None,-8.580903401534059,0,235000, Semi-Detached House,0.0,inf,78333.33333333333
"30 The Heathers, Classes Lake, Ballincollig, Co. Cork",Classis Lake,2.0,3.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,295000, Semi-Detached House,0.0,inf,98333.33333333333
"2 The Cloisters, Ballincollig, Co. Cork",The Cloisters,2.0,3.0,2019-06-12,51.88453436126935,None,-8.578108099687265,0,275000, Semi-Detached House,0.0,inf,91666.66666666667
"148 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2019-06-12,51.89120011526423,None,-8.597460712163135,0,295000, End of Terrace House,0.0,inf,98333.33333333333
"17 Tara, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,220000,Apartment for sale,0.0,inf,110000.0
"35 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,330000, End of Terrace House,0.0,inf,82500.0
"Rowan House, Poulavone, Ballincollig, Co. Cork",Town Center,2.0,5.0,2019-06-12,51.8878563321983,None,-8.600737381727024,0,480000, Detached House,0.0,inf,96000.0
"20 Granary Court, The Maltings, Ballincollig, Co. Cork",The Maltings,1.0,2.0,2019-06-12,51.88503727921537,None,-8.591352822622822,0,220000,Apartment for sale,0.0,inf,110000.0
"72 Old Court, Greenfields, Killumney Road, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.880726344684355,None,-8.611355403381314,0,360000, Semi-Detached House,0.0,inf,90000.0
"92 The Green, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,0.0,inf,87500.0
"36 Parknamore, Ballincollig, Co. Cork",Parknamore,4.0,4.0,2019-06-12,51.884587447941335,None,-8.609309161051812,0,335000, Semi-Detached House,0.0,inf,83750.0
"1 Limeworth, Ballincollig, Co. Cork",Maglin,4.0,4.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,875000, Detached House,0.0,inf,218750.0
"23 Parknamore Rise, Ballincollig, Co. Cork",Parknamore,1.0,3.0,2019-06-12,51.884587447941335,None,-8.609309161051812,0,270000, Semi-Detached House,0.0,inf,90000.0
"8 Rosewood, Ballincollig, Co. Cork",Rosewood,2.0,3.0,2019-06-12,51.88865181082447,None,-8.575978970851866,0,320000, Semi-Detached House,0.0,inf,106666.66666666667
"59 Castle Avenue Muskerry Estate, Ballincollig, Co. Cork",Muskerry Estate,2.0,4.0,2019-06-12,51.885514844369936,None,-8.596310161258103,0,280000, Semi-Detached House,0.0,inf,70000.0
Apartment 19 Newgrange An Caislean ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,249000,None,0.0,inf,83000.0
12 The Stables Coolroe ,Coolroe,2.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,380000,None,0.0,inf,126666.66666666667
118 Castlepark ,Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,210000,None,0.0,inf,70000.0
57 57a Rosewood ,Rosewood,2.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,395000,None,0.0,inf,131666.66666666666
4 Leo Murphy Terrace ,Town Center,2.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,220000,None,0.0,inf,73333.33333333333
"200 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,3.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,250000, Semi-Detached House,0.0,inf,83333.33333333333
"Innis Moy, Castle Road, Ballincollig, Co. Cork",Castle Road,0.0,3.0,2019-06-12,51.88234227885882,None,-8.598250759204856,0,295000, Detached House,0.0,inf,98333.33333333333
"5 Old Court, Greenfields, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.880726344684355,None,-8.611355403381314,0,440000, Detached House,0.0,inf,110000.0
"Fernway, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,4.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,255000,Duplex for sale,0.0,inf,63750.0
"98 Beech Park, Ballincollig, Co. Cork",Beech Park,1.0,3.0,2019-06-12,51.88446282578453,None,-8.586660730369518,0,220000, Semi-Detached House,0.0,inf,73333.33333333333
"4 Carriganarra, Ballincollig, Co. Cork",Carriganarra,1.0,4.0,2019-06-12,51.88456579585057,None,-8.579854607281877,0,350000,Bungalow for sale,0.0,inf,87500.0
"25 The Close, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,0.0,inf,87500.0
"33 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,3.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,265000, Terraced House,0.0,inf,88333.33333333333
"44 Daffodil Fields, Ballincollig, Co. Cork",Daffodil Fields,3.0,4.0,2019-06-12,51.89114262893351,None,-8.573402430369397,0,365000, Semi-Detached House,0.0,inf,91250.0
"4 Old Quarry, Coolroe, Ballincollig, Co. Cork",Coolroe,2.0,2.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,225000,Apartment for sale,0.0,inf,112500.0
"1 Tara, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,220000,Apartment for sale,0.0,inf,110000.0
"168 Caislean View, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,265000, Semi-Detached House,0.0,inf,88333.33333333333
24 The Stables Coolroe ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,260000,None,0.0,inf,86666.66666666667
